hotspot,0.30859375,"(249, 123, 297, 204)"
hotspot,0.30859375,"(213, 79, 299, 189)"
hotspot,0.30859375,"(212, 79, 300, 195)"
hotspot,0.37109375,"(250, 117, 298, 198)"
hotspot,0.30859375,"(210, 79, 300, 197)"
hotspot,0.30859375,"(209, 75, 301, 198)"
hotspot,0.30859375,"(103, 199, 132, 232)"
hotspot,0.30859375,"(209, 55, 298, 250)"
hotspot,0.30859375,"(219, 60, 296, 217)"
hotspot,0.30859375,"(108, 195, 137, 227)"
hotspot,0.30859375,"(215, 67, 298, 216)"
hotspot,0.30859375,"(214, 64, 297, 206)"
hotspot,0.30859375,"(105, 171, 131, 200)"
hotspot,0.30859375,"(104, 172, 131, 199)"
hotspot,0.30859375,"(103, 171, 129, 199)"
hotspot,0.30859375,"(104, 171, 129, 200)"
hotspot,0.30859375,"(103, 172, 129, 200)"
hotspot,0.30859375,"(104, 171, 130, 199)"
hotspot,0.30859375,"(103, 171, 130, 199)"
hotspot,0.30859375,"(104, 171, 131, 199)"
hotspot,0.30859375,"(105, 172, 131, 200)"
hotspot,0.30859375,"(105, 171, 131, 199)"
hotspot,0.30859375,"(104, 171, 131, 199)"
hotspot,0.30859375,"(1, 83, 29, 183)"
hotspot,0.37109375,"(2, 102, 31, 198)"
hotspot,0.30859375,"(2, 102, 32, 200)"
hotspot,0.43359375,"(2, 105, 30, 200)"
hotspot,0.5,"(2, 106, 27, 201)"
hotspot,0.5,"(2, 109, 25, 204)"
hotspot,0.43359375,"(2, 107, 26, 204)"
hotspot,0.43359375,"(2, 107, 29, 204)"
hotspot,0.30859375,"(1, 106, 27, 203)"
hotspot,0.30859375,"(2, 118, 30, 217)"
hotspot,0.43359375,"(35, 178, 76, 239)"
hotspot,0.30859375,"(272, 83, 298, 165)"
hotspot,0.43359375,"(36, 178, 75, 236)"
hotspot,0.43359375,"(35, 177, 76, 235)"
hotspot,0.37109375,"(35, 178, 76, 236)"
hotspot,0.30859375,"(272, 82, 298, 167)"
hotspot,0.43359375,"(36, 179, 76, 237)"
hotspot,0.30859375,"(271, 83, 297, 165)"
hotspot,0.43359375,"(36, 178, 76, 237)"
hotspot,0.30859375,"(271, 83, 298, 163)"
hotspot,0.30859375,"(35, 179, 77, 238)"
hotspot,0.37109375,"(37, 179, 77, 238)"
hotspot,0.30859375,"(273, 82, 298, 164)"
hotspot,0.37109375,"(273, 81, 299, 163)"
hotspot,0.37109375,"(271, 87, 299, 177)"
hotspot,0.30859375,"(274, 70, 301, 152)"
hotspot,0.30859375,"(37, 182, 76, 239)"
hotspot,0.30859375,"(270, 81, 299, 166)"
hotspot,0.30859375,"(36, 180, 76, 237)"
hotspot,0.30859375,"(269, 80, 299, 167)"
hotspot,0.30859375,"(37, 181, 76, 238)"
hotspot,0.37109375,"(271, 82, 300, 163)"
hotspot,0.43359375,"(273, 82, 299, 163)"
hotspot,0.30859375,"(273, 82, 298, 163)"
hotspot,0.30859375,"(37, 179, 78, 238)"
hotspot,0.30859375,"(272, 83, 297, 162)"
hotspot,0.30859375,"(37, 177, 77, 239)"
hotspot,0.30859375,"(37, 177, 77, 237)"
hotspot,0.37109375,"(37, 177, 77, 236)"
hotspot,0.43359375,"(37, 178, 77, 238)"
hotspot,0.30859375,"(272, 82, 298, 164)"
hotspot,0.30859375,"(37, 177, 77, 237)"
hotspot,0.37109375,"(39, 177, 78, 237)"
hotspot,0.43359375,"(37, 177, 77, 237)"
hotspot,0.5,"(38, 176, 77, 236)"
hotspot,0.5,"(38, 176, 77, 238)"
hotspot,0.37109375,"(38, 176, 77, 238)"
hotspot,0.30859375,"(38, 178, 76, 238)"
hotspot,0.43359375,"(38, 175, 78, 236)"
hotspot,0.30859375,"(49, 184, 88, 239)"
hotspot,0.5,"(38, 174, 77, 232)"
hotspot,0.37109375,"(38, 173, 79, 235)"
hotspot,0.30859375,"(260, 79, 301, 161)"
hotspot,0.30859375,"(46, 181, 76, 219)"
hotspot,0.43359375,"(272, 79, 297, 164)"
hotspot,0.30859375,"(260, 77, 302, 163)"
hotspot,0.30859375,"(45, 181, 75, 217)"
hotspot,0.30859375,"(274, 80, 297, 166)"
hotspot,0.30859375,"(273, 80, 297, 162)"
hotspot,0.30859375,"(273, 77, 296, 164)"
hotspot,0.30859375,"(50, 179, 88, 238)"
hotspot,0.43359375,"(52, 179, 89, 237)"
hotspot,0.37109375,"(52, 178, 90, 236)"
hotspot,0.30859375,"(273, 80, 297, 163)"
hotspot,0.30859375,"(261, 79, 301, 161)"
hotspot,0.30859375,"(273, 79, 296, 164)"
hotspot,0.30859375,"(52, 179, 91, 237)"
hotspot,0.30859375,"(274, 78, 296, 162)"
hotspot,0.30859375,"(52, 179, 91, 238)"
hotspot,0.43359375,"(50, 176, 92, 235)"
hotspot,0.37109375,"(50, 178, 91, 238)"
hotspot,0.37109375,"(50, 176, 92, 236)"
hotspot,0.30859375,"(50, 177, 92, 237)"
hotspot,0.30859375,"(51, 177, 92, 237)"
hotspot,0.30859375,"(51, 177, 92, 236)"
hotspot,0.30859375,"(51, 177, 92, 236)"
hotspot,0.37109375,"(51, 177, 92, 237)"
hotspot,0.30859375,"(55, 182, 84, 215)"
hotspot,0.30859375,"(55, 182, 84, 214)"
hotspot,0.30859375,"(51, 178, 91, 237)"
hotspot,0.30859375,"(51, 177, 92, 237)"
hotspot,0.30859375,"(51, 175, 92, 236)"
hotspot,0.30859375,"(51, 173, 92, 235)"
hotspot,0.30859375,"(61, 141, 294, 269)"
hotspot,0.30859375,"(84, 158, 123, 220)"
hotspot,0.37109375,"(274, 148, 298, 262)"
hotspot,0.30859375,"(275, 159, 299, 266)"
hotspot,0.30859375,"(273, 149, 299, 262)"
hotspot,0.43359375,"(274, 145, 299, 259)"
hotspot,0.30859375,"(274, 151, 298, 259)"
hotspot,0.37109375,"(274, 151, 298, 257)"
hotspot,0.37109375,"(273, 152, 297, 258)"
hotspot,0.43359375,"(273, 153, 297, 258)"
hotspot,0.37109375,"(274, 150, 298, 260)"
hotspot,0.30859375,"(273, 150, 298, 260)"
hotspot,0.30859375,"(259, 135, 302, 265)"
hotspot,0.37109375,"(259, 137, 302, 264)"
hotspot,0.30859375,"(222, 91, 295, 251)"
hotspot,0.30859375,"(219, 95, 297, 236)"
hotspot,0.30859375,"(246, 142, 298, 242)"
hotspot,0.30859375,"(220, 96, 297, 235)"
hotspot,0.37109375,"(219, 95, 298, 241)"
hotspot,0.30859375,"(219, 96, 298, 243)"
hotspot,0.30859375,"(222, 92, 295, 252)"
hotspot,0.30859375,"(219, 95, 298, 244)"
hotspot,0.37109375,"(219, 96, 298, 245)"
hotspot,0.30859375,"(217, 96, 298, 245)"
hotspot,0.37109375,"(221, 92, 296, 252)"
hotspot,0.37109375,"(218, 96, 297, 243)"
hotspot,0.37109375,"(222, 93, 295, 248)"
hotspot,0.37109375,"(218, 98, 297, 247)"
hotspot,0.37109375,"(217, 98, 298, 247)"
hotspot,0.37109375,"(218, 95, 297, 252)"
hotspot,0.30859375,"(218, 95, 299, 252)"
hotspot,0.37109375,"(221, 92, 296, 256)"
hotspot,0.37109375,"(217, 96, 298, 248)"
hotspot,0.30859375,"(218, 95, 299, 247)"
hotspot,0.37109375,"(218, 95, 297, 244)"
hotspot,0.37109375,"(217, 95, 297, 244)"
hotspot,0.37109375,"(221, 91, 296, 251)"
hotspot,0.37109375,"(220, 91, 295, 251)"
hotspot,0.30859375,"(220, 92, 295, 252)"
hotspot,0.30859375,"(220, 91, 295, 254)"
hotspot,0.37109375,"(220, 91, 295, 254)"
hotspot,0.30859375,"(221, 91, 294, 251)"
hotspot,0.30859375,"(220, 92, 295, 256)"
hotspot,0.30859375,"(219, 92, 294, 256)"
hotspot,0.30859375,"(220, 91, 293, 251)"
hotspot,0.30859375,"(222, 91, 295, 251)"
hotspot,0.5,"(220, 89, 296, 252)"
hotspot,0.30859375,"(221, 91, 296, 251)"
hotspot,0.30859375,"(221, 87, 294, 251)"
hotspot,0.30859375,"(222, 86, 295, 249)"
hotspot,0.37109375,"(134, 183, 191, 257)"
hotspot,0.30859375,"(136, 186, 192, 259)"
hotspot,0.30859375,"(137, 188, 192, 260)"
hotspot,0.30859375,"(137, 189, 191, 259)"
hotspot,0.30859375,"(144, 192, 197, 263)"
hotspot,0.30859375,"(143, 188, 195, 262)"
hotspot,0.30859375,"(138, 188, 191, 258)"
hotspot,0.30859375,"(136, 189, 189, 258)"
hotspot,0.30859375,"(137, 189, 191, 258)"
hotspot,0.30859375,"(138, 188, 192, 258)"
hotspot,0.30859375,"(137, 188, 191, 257)"
hotspot,0.30859375,"(137, 188, 191, 259)"
hotspot,0.30859375,"(138, 188, 191, 257)"
hotspot,0.30859375,"(138, 188, 191, 258)"
hotspot,0.30859375,"(163, 103, 292, 266)"
hotspot,0.30859375,"(166, 103, 292, 266)"
hotspot,0.30859375,"(162, 102, 290, 265)"
hotspot,0.30859375,"(136, 187, 191, 259)"
hotspot,0.30859375,"(136, 186, 192, 259)"
hotspot,0.30859375,"(137, 187, 192, 258)"
hotspot,0.30859375,"(135, 186, 191, 259)"
hotspot,0.30859375,"(134, 186, 191, 260)"
hotspot,0.30859375,"(138, 188, 192, 258)"
hotspot,0.30859375,"(137, 186, 190, 258)"
hotspot,0.30859375,"(135, 186, 190, 259)"
hotspot,0.30859375,"(136, 186, 191, 258)"
hotspot,0.30859375,"(136, 186, 191, 258)"
hotspot,0.30859375,"(138, 186, 190, 257)"
hotspot,0.30859375,"(137, 186, 193, 258)"
hotspot,0.30859375,"(133, 184, 192, 260)"
hotspot,0.30859375,"(133, 184, 192, 259)"
hotspot,0.30859375,"(133, 186, 190, 259)"
hotspot,0.30859375,"(132, 185, 190, 259)"
hotspot,0.30859375,"(166, 102, 292, 265)"
hotspot,0.30859375,"(134, 186, 188, 260)"
hotspot,0.37109375,"(136, 186, 189, 259)"
hotspot,0.30859375,"(137, 186, 191, 257)"
hotspot,0.30859375,"(133, 185, 189, 257)"
hotspot,0.30859375,"(135, 184, 190, 258)"
hotspot,0.30859375,"(133, 185, 189, 259)"
hotspot,0.30859375,"(134, 186, 190, 259)"
hotspot,0.30859375,"(135, 186, 190, 258)"
hotspot,0.30859375,"(137, 186, 191, 257)"
hotspot,0.30859375,"(137, 185, 191, 257)"
hotspot,0.30859375,"(136, 186, 191, 258)"
hotspot,0.30859375,"(136, 186, 189, 259)"
hotspot,0.30859375,"(165, 99, 290, 268)"
hotspot,0.30859375,"(166, 97, 292, 263)"
hotspot,0.37109375,"(165, 100, 293, 265)"
hotspot,0.30859375,"(138, 181, 194, 258)"
hotspot,0.30859375,"(167, 101, 293, 263)"
hotspot,0.37109375,"(166, 97, 292, 263)"
hotspot,0.30859375,"(165, 95, 290, 263)"
hotspot,0.30859375,"(162, 96, 290, 261)"
hotspot,0.30859375,"(14, 78, 151, 266)"
hotspot,0.30859375,"(123, 81, 288, 275)"
hotspot,0.30859375,"(117, 77, 288, 270)"
hotspot,0.30859375,"(2, 65, 151, 264)"
hotspot,0.30859375,"(117, 73, 288, 274)"
hotspot,0.37109375,"(117, 73, 288, 270)"
hotspot,0.30859375,"(125, 75, 289, 272)"
hotspot,0.30859375,"(117, 77, 288, 270)"
hotspot,0.30859375,"(113, 70, 286, 267)"
hotspot,0.30859375,"(140, 58, 295, 257)"
hotspot,0.37109375,"(108, 67, 288, 267)"
hotspot,0.37109375,"(140, 56, 291, 259)"
hotspot,0.37109375,"(114, 57, 288, 268)"
hotspot,0.30859375,"(109, 65, 286, 269)"
hotspot,0.37109375,"(127, 45, 293, 259)"
hotspot,0.37109375,"(106, 65, 280, 266)"
hotspot,0.37109375,"(99, 60, 278, 265)"
hotspot,0.30859375,"(92, 60, 275, 265)"
hotspot,0.30859375,"(95, 57, 275, 265)"
hotspot,0.30859375,"(12, 148, 196, 267)"
hotspot,0.43359375,"(94, 160, 142, 234)"
hotspot,0.37109375,"(95, 160, 143, 237)"
hotspot,0.30859375,"(94, 52, 277, 264)"
hotspot,0.5,"(102, 52, 282, 264)"
hotspot,0.30859375,"(86, 168, 143, 253)"
hotspot,0.43359375,"(95, 50, 282, 266)"
hotspot,0.37109375,"(94, 52, 280, 267)"
hotspot,0.30859375,"(92, 52, 282, 267)"
hotspot,0.30859375,"(92, 53, 282, 265)"
hotspot,0.30859375,"(89, 55, 282, 267)"
hotspot,0.30859375,"(95, 53, 282, 265)"
hotspot,0.43359375,"(100, 55, 283, 267)"
hotspot,0.30859375,"(19, 149, 193, 266)"
hotspot,0.30859375,"(97, 60, 283, 268)"
hotspot,0.30859375,"(19, 149, 197, 266)"
hotspot,0.30859375,"(17, 147, 198, 266)"
hotspot,0.37109375,"(105, 64, 278, 264)"
hotspot,0.37109375,"(108, 66, 278, 262)"
hotspot,0.30859375,"(100, 64, 280, 264)"
hotspot,0.30859375,"(94, 171, 145, 251)"
hotspot,0.30859375,"(104, 178, 157, 255)"
hotspot,0.37109375,"(104, 180, 158, 257)"
hotspot,0.30859375,"(100, 69, 277, 262)"
hotspot,0.37109375,"(108, 64, 275, 264)"
hotspot,0.30859375,"(95, 173, 143, 249)"
hotspot,0.30859375,"(104, 181, 157, 255)"
hotspot,0.5,"(97, 171, 149, 251)"
hotspot,0.5,"(96, 172, 149, 251)"
hotspot,0.37109375,"(108, 68, 278, 269)"
hotspot,0.37109375,"(101, 176, 147, 254)"
hotspot,0.62890625,"(96, 185, 150, 257)"
hotspot,0.56640625,"(94, 185, 145, 259)"
hotspot,0.30859375,"(77, 171, 135, 253)"
hotspot,0.62890625,"(95, 182, 148, 260)"
hotspot,0.37109375,"(72, 174, 135, 258)"
hotspot,0.56640625,"(94, 192, 147, 261)"
hotspot,0.37109375,"(75, 177, 130, 256)"
hotspot,0.30859375,"(79, 185, 136, 260)"
hotspot,0.5,"(81, 187, 137, 262)"
hotspot,0.37109375,"(43, 74, 269, 269)"
hotspot,0.56640625,"(80, 187, 138, 259)"
hotspot,0.43359375,"(62, 175, 120, 251)"
hotspot,0.30859375,"(46, 79, 268, 268)"
hotspot,0.43359375,"(79, 188, 141, 266)"
hotspot,0.37109375,"(56, 178, 113, 255)"
hotspot,0.37109375,"(40, 77, 275, 269)"
hotspot,0.56640625,"(80, 192, 139, 266)"
hotspot,0.43359375,"(50, 177, 113, 257)"
hotspot,0.5,"(77, 187, 134, 263)"
hotspot,0.5,"(49, 178, 115, 258)"
hotspot,0.30859375,"(46, 76, 272, 271)"
hotspot,0.56640625,"(53, 180, 115, 258)"
hotspot,0.43359375,"(80, 193, 138, 266)"
hotspot,0.30859375,"(137, 58, 291, 257)"
hotspot,0.56640625,"(54, 182, 115, 257)"
hotspot,0.30859375,"(75, 184, 136, 261)"
hotspot,0.30859375,"(138, 60, 293, 255)"
hotspot,0.43359375,"(143, 58, 292, 257)"
hotspot,0.37109375,"(54, 182, 117, 257)"
hotspot,0.43359375,"(137, 61, 294, 253)"
hotspot,0.37109375,"(51, 74, 278, 262)"
hotspot,0.37109375,"(1, 130, 45, 218)"
hotspot,0.43359375,"(132, 67, 295, 255)"
hotspot,0.30859375,"(46, 76, 280, 264)"
hotspot,0.37109375,"(39, 74, 282, 266)"
hotspot,0.37109375,"(137, 70, 294, 255)"
hotspot,0.30859375,"(3, 72, 162, 265)"
hotspot,0.37109375,"(113, 80, 289, 260)"
hotspot,0.30859375,"(77, 188, 138, 266)"
hotspot,0.30859375,"(81, 211, 145, 261)"
hotspot,0.43359375,"(113, 93, 289, 260)"
hotspot,0.30859375,"(81, 213, 151, 260)"
hotspot,0.30859375,"(116, 85, 289, 258)"
hotspot,0.37109375,"(91, 192, 149, 266)"
hotspot,0.30859375,"(123, 90, 291, 257)"
hotspot,0.37109375,"(92, 188, 151, 268)"
hotspot,0.30859375,"(3, 72, 165, 269)"
hotspot,0.37109375,"(129, 91, 291, 258)"
hotspot,0.37109375,"(93, 190, 152, 265)"
hotspot,0.30859375,"(145, 58, 294, 257)"
hotspot,0.30859375,"(92, 200, 148, 266)"
hotspot,0.30859375,"(146, 60, 295, 255)"
hotspot,0.30859375,"(53, 170, 154, 263)"
hotspot,0.30859375,"(149, 54, 293, 253)"
hotspot,0.30859375,"(143, 58, 295, 250)"
hotspot,0.30859375,"(68, 181, 137, 262)"
hotspot,0.30859375,"(17, 153, 179, 262)"
hotspot,0.30859375,"(73, 201, 142, 261)"
hotspot,0.30859375,"(145, 49, 297, 255)"
hotspot,0.37109375,"(71, 198, 137, 260)"
hotspot,0.37109375,"(156, 45, 297, 255)"
hotspot,0.30859375,"(195, 38, 302, 181)"
hotspot,0.43359375,"(56, 63, 270, 262)"
hotspot,0.43359375,"(144, 53, 298, 255)"
hotspot,0.30859375,"(70, 188, 133, 265)"
hotspot,0.37109375,"(52, 54, 274, 264)"
hotspot,0.37109375,"(74, 187, 134, 263)"
hotspot,0.37109375,"(74, 181, 134, 264)"
hotspot,0.37109375,"(58, 58, 268, 261)"
hotspot,0.37109375,"(150, 54, 296, 250)"
hotspot,0.37109375,"(59, 161, 151, 264)"
hotspot,0.30859375,"(68, 182, 124, 263)"
hotspot,0.30859375,"(56, 54, 270, 264)"
hotspot,0.37109375,"(56, 50, 270, 264)"
hotspot,0.30859375,"(66, 158, 145, 262)"
hotspot,0.30859375,"(144, 42, 298, 256)"
hotspot,0.56640625,"(68, 173, 125, 258)"
hotspot,0.37109375,"(58, 158, 155, 259)"
hotspot,0.37109375,"(61, 47, 275, 261)"
hotspot,0.37109375,"(55, 152, 155, 257)"
hotspot,0.30859375,"(63, 174, 124, 257)"
hotspot,0.30859375,"(59, 150, 156, 255)"
hotspot,0.37109375,"(51, 125, 168, 260)"
hotspot,0.30859375,"(54, 58, 268, 261)"
hotspot,0.37109375,"(55, 117, 166, 260)"
hotspot,0.30859375,"(55, 115, 166, 261)"
hotspot,0.37109375,"(156, 53, 297, 255)"
hotspot,0.30859375,"(160, 58, 296, 253)"
hotspot,0.30859375,"(55, 114, 172, 260)"
hotspot,0.37109375,"(64, 126, 165, 259)"
hotspot,0.30859375,"(154, 56, 298, 252)"
hotspot,0.30859375,"(56, 124, 165, 262)"
hotspot,0.30859375,"(156, 56, 297, 255)"
hotspot,0.30859375,"(83, 171, 137, 255)"
hotspot,0.30859375,"(62, 139, 159, 258)"
hotspot,0.37109375,"(154, 51, 295, 253)"
hotspot,0.30859375,"(87, 173, 138, 258)"
hotspot,0.30859375,"(65, 149, 159, 260)"
hotspot,0.43359375,"(61, 151, 158, 260)"
hotspot,0.37109375,"(85, 176, 140, 260)"
hotspot,0.56640625,"(84, 176, 140, 260)"
hotspot,0.5,"(60, 157, 157, 261)"
hotspot,0.30859375,"(84, 180, 151, 262)"
hotspot,0.30859375,"(58, 162, 159, 261)"
hotspot,0.43359375,"(59, 156, 158, 262)"
hotspot,0.37109375,"(58, 159, 157, 263)"
hotspot,0.30859375,"(85, 185, 139, 262)"
hotspot,0.30859375,"(88, 185, 152, 266)"
hotspot,0.30859375,"(58, 163, 157, 264)"
hotspot,0.30859375,"(147, 56, 299, 259)"
hotspot,0.30859375,"(58, 161, 157, 262)"
hotspot,0.30859375,"(147, 52, 299, 259)"
hotspot,0.43359375,"(56, 156, 159, 262)"
hotspot,0.30859375,"(86, 177, 138, 254)"
hotspot,0.43359375,"(58, 156, 161, 260)"
hotspot,0.30859375,"(84, 178, 140, 256)"
hotspot,0.37109375,"(59, 157, 158, 261)"
hotspot,0.30859375,"(87, 180, 139, 258)"
hotspot,0.43359375,"(88, 182, 136, 258)"
hotspot,0.30859375,"(59, 160, 158, 263)"
hotspot,0.37109375,"(89, 183, 138, 259)"
hotspot,0.30859375,"(59, 160, 158, 263)"
hotspot,0.37109375,"(88, 182, 134, 258)"
hotspot,0.30859375,"(136, 60, 299, 259)"
hotspot,0.30859375,"(58, 159, 159, 263)"
hotspot,0.37109375,"(58, 158, 157, 262)"
hotspot,0.37109375,"(87, 179, 135, 257)"
hotspot,0.30859375,"(139, 54, 299, 261)"
hotspot,0.43359375,"(148, 52, 297, 259)"
hotspot,0.30859375,"(88, 179, 137, 257)"
hotspot,0.30859375,"(59, 160, 160, 261)"
hotspot,0.30859375,"(87, 175, 135, 259)"
hotspot,0.30859375,"(59, 159, 156, 261)"
hotspot,0.30859375,"(139, 60, 296, 259)"
hotspot,0.43359375,"(136, 58, 299, 257)"
hotspot,0.37109375,"(86, 177, 136, 259)"
hotspot,0.30859375,"(58, 160, 155, 261)"
hotspot,0.37109375,"(145, 56, 297, 262)"
hotspot,0.30859375,"(58, 163, 155, 262)"
hotspot,0.43359375,"(147, 52, 299, 259)"
hotspot,0.30859375,"(203, 45, 302, 157)"
hotspot,0.30859375,"(84, 187, 139, 263)"
hotspot,0.37109375,"(139, 47, 299, 261)"
hotspot,0.30859375,"(59, 162, 155, 263)"
hotspot,0.30859375,"(59, 163, 155, 264)"
